id,b_idx1,b_idx2,b_alpha,b_t,f_idx1,f_idx2,f_alpha,f_t,trans,dir
75,107,0,0.000000,0.000000,107,502,0.124748,0.200000,0.403754,1
76,107,0,0.000000,0.000000,107,931,0.081032,0.200000,0.382858,1
77,107,0,0.000000,0.000000,107,185,0.330187,0.200000,0.294850,2
78,107,0,0.000000,0.000000,107,299,0.009032,0.200000,0.361474,1
79,107,0,0.000000,0.000000,107,94,0.190123,0.200000,0.270263,2
80,107,0,0.000000,0.000000,107,637,0.078493,0.200000,0.289150,2
81,107,0,0.000000,0.000000,107,768,0.097704,0.200000,0.301521,3
82,107,0,0.000000,0.000000,107,483,0.002447,0.200000,0.401751,2
83,107,0,0.000000,0.000000,107,77,0.111801,0.200000,0.226309,1
84,107,0,0.000000,0.000000,107,941,0.342492,0.200000,0.489366,3
85,107,0,0.000000,0.000000,107,568,0.184198,0.200000,0.294803,1
86,107,0,0.000000,0.000000,107,257,0.343984,0.200000,0.204693,3
87,107,0,0.000000,0.000000,107,691,0.153624,0.200000,0.294177,4
88,107,0,0.000000,0.000000,107,482,0.341119,0.200000,0.296332,4
89,107,0,0.000000,0.000000,107,213,0.308729,0.200000,0.418759,3
90,107,0,0.000000,0.000000,107,50,0.024704,0.200000,0.222472,3
91,107,0,0.000000,0.000000,107,633,0.261788,0.200000,0.289339,2
92,107,0,0.000000,0.000000,107,165,0.164928,0.200000,0.346045,4
93,107,0,0.000000,0.000000,107,791,0.117007,0.200000,0.297210,2
94,107,0,0.000000,0.000000,107,653,0.268111,0.200000,0.471405,4
95,107,0,0.000000,0.000000,107,493,0.218334,0.200000,0.359012,3
96,107,0,0.000000,0.000000,107,369,0.168445,0.200000,0.497697,2
97,107,0,0.000000,0.000000,107,314,0.065422,0.200000,0.268818,1
98,107,0,0.000000,0.000000,107,377,0.197706,0.200000,0.294206,3
99,107,0,0.000000,0.000000,107,490,0.205256,0.200000,0.441285,3
100,107,0,0.000000,0.000000,107,840,0.136181,0.200000,0.257665,2
101,107,0,0.000000,0.000000,107,961,0.136072,0.200000,0.453036,1
102,107,0,0.000000,0.000000,107,297,0.145879,0.200000,0.375880,2
103,107,0,0.000000,0.000000,107,866,0.118943,0.200000,0.471325,2
104,107,0,0.000000,0.000000,107,92,0.334051,0.200000,0.300908,2
105,107,0,0.000000,0.000000,107,230,0.273962,0.200000,0.245244,3
106,107,0,0.000000,0.000000,107,183,0.229205,0.200000,0.202869,3
107,107,0,0.000000,0.000000,107,105,0.172671,0.200000,0.290693,1
108,107,0,0.000000,0.000000,107,709,0.272760,0.200000,0.302366,4
109,107,0,0.000000,0.000000,107,893,0.026088,0.200000,0.371322,1
110,107,0,0.000000,0.000000,107,726,0.227058,0.200000,0.339431,4
111,107,0,0.000000,0.000000,107,604,0.010432,0.200000,0.447746,2
112,107,0,0.000000,0.000000,107,706,0.217929,0.200000,0.275461,4
113,107,0,0.000000,0.000000,107,246,0.000554,0.200000,0.366693,2
114,107,0,0.000000,0.000000,107,339,0.014231,0.200000,0.235767,2
115,107,0,0.000000,0.000000,107,826,0.247706,0.200000,0.224809,2
116,107,0,0.000000,0.000000,107,638,0.198070,0.200000,0.328958,1
117,107,0,0.000000,0.000000,107,94,0.247078,0.200000,0.283176,3
118,107,0,0.000000,0.000000,107,959,0.285463,0.200000,0.496529,1
119,107,0,0.000000,0.000000,107,347,0.113453,0.200000,0.266296,1
120,107,0,0.000000,0.000000,107,467,0.079285,0.200000,0.411077,2
121,107,0,0.000000,0.000000,107,441,0.261693,0.200000,0.213471,2
122,107,0,0.000000,0.000000,107,605,0.136724,0.200000,0.286497,1
123,107,0,0.000000,0.000000,107,621,0.142468,0.200000,0.415410,4
124,107,0,0.000000,0.000000,107,93,0.070536,0.200000,0.333640,2
125,107,0,0.000000,0.000000,107,943,0.021276,0.200000,0.436538,2
126,107,0,0.000000,0.000000,107,97,0.284941,0.200000,0.389694,4
127,107,0,0.000000,0.000000,107,854,0.065878,0.200000,0.273264,4
128,107,0,0.000000,0.000000,107,322,0.018459,0.200000,0.437927,2
129,107,0,0.000000,0.000000,107,77,0.059883,0.200000,0.385963,2
130,107,0,0.000000,0.000000,107,102,0.097479,0.200000,0.295514,3
131,107,0,0.000000,0.000000,107,936,0.164518,0.200000,0.216257,2
132,107,0,0.000000,0.000000,107,485,0.005210,0.200000,0.495573,1
133,107,0,0.000000,0.000000,107,71,0.239943,0.200000,0.307029,4
134,107,0,0.000000,0.000000,107,618,0.197872,0.200000,0.372488,2
135,107,0,0.000000,0.000000,107,561,0.191196,0.200000,0.303616,3
136,107,0,0.000000,0.000000,107,152,0.037055,0.200000,0.330209,2
137,107,0,0.000000,0.000000,107,915,0.053173,0.200000,0.393572,4
138,107,0,0.000000,0.000000,107,776,0.241396,0.200000,0.309391,4
139,107,0,0.000000,0.000000,107,884,0.065908,0.200000,0.461013,1
140,107,0,0.000000,0.000000,107,332,0.091250,0.200000,0.273588,3
141,107,0,0.000000,0.000000,107,465,0.232305,0.200000,0.350413,1
142,107,0,0.000000,0.000000,107,802,0.013162,0.200000,0.279485,2
143,107,0,0.000000,0.000000,107,912,0.046061,0.200000,0.360557,3
144,107,0,0.000000,0.000000,107,519,0.202655,0.200000,0.342883,2
145,107,0,0.000000,0.000000,107,496,0.263829,0.200000,0.471826,4
146,107,0,0.000000,0.000000,107,262,0.071370,0.200000,0.494708,4
147,107,0,0.000000,0.000000,107,453,0.267573,0.200000,0.402429,4
148,107,0,0.000000,0.000000,107,56,0.013053,0.200000,0.225378,4
149,107,0,0.000000,0.000000,107,27,0.223284,0.200000,0.261103,4
150,107,0,0.000000,0.000000,107,2,0.072402,0.200000,0.343361,4
151,107,0,0.000000,0.000000,107,636,0.223027,0.200000,0.204928,4
152,107,0,0.000000,0.000000,107,844,0.042634,0.200000,0.298774,1
153,107,0,0.000000,0.000000,107,393,0.207146,0.200000,0.233459,2
154,107,0,0.000000,0.000000,107,340,0.047973,0.200000,0.254132,3
155,107,0,0.000000,0.000000,107,849,0.035918,0.200000,0.260154,3
156,107,0,0.000000,0.000000,107,488,0.294411,0.200000,0.297083,3
157,107,0,0.000000,0.000000,107,673,0.335368,0.200000,0.410083,4
158,107,0,0.000000,0.000000,107,45,0.143071,0.200000,0.315626,2
159,107,0,0.000000,0.000000,107,72,0.327109,0.200000,0.247438,3
160,107,0,0.000000,0.000000,107,164,0.165117,0.200000,0.206143,4
161,107,0,0.000000,0.000000,107,533,0.036924,0.200000,0.427963,4
162,107,0,0.000000,0.000000,107,854,0.032746,0.200000,0.487284,2
163,107,0,0.000000,0.000000,107,254,0.217340,0.200000,0.348363,4
164,107,0,0.000000,0.000000,107,975,0.321386,0.200000,0.311207,3
165,107,0,0.000000,0.000000,107,849,0.065381,0.200000,0.248972,1
166,107,0,0.000000,0.000000,107,321,0.216981,0.200000,0.223980,1
167,107,0,0.000000,0.000000,107,210,0.268418,0.200000,0.254097,4
168,107,0,0.000000,0.000000,107,917,0.348106,0.200000,0.491388,3
169,107,0,0.000000,0.000000,107,599,0.312348,0.200000,0.457594,2
170,107,0,0.000000,0.000000,107,427,0.257321,0.200000,0.376117,1
171,107,0,0.000000,0.000000,107,62,0.157297,0.200000,0.349750,4
172,107,0,0.000000,0.000000,107,294,0.199194,0.200000,0.394364,1
173,107,0,0.000000,0.000000,107,536,0.219958,0.200000,0.439774,1
174,107,0,0.000000,0.000000,107,218,0.035519,0.200000,0.229569,4
175,107,0,0.000000,0.000000,107,798,0.304102,0.200000,0.421713,2
176,107,0,0.000000,0.000000,107,980,0.124122,0.200000,0.425373,3
177,107,0,0.000000,0.000000,107,416,0.130474,0.200000,0.408142,4
178,107,0,0.000000,0.000000,107,131,0.180247,0.200000,0.229146,2
179,107,0,0.000000,0.000000,107,852,0.147155,0.200000,0.258307,3
180,107,0,0.000000,0.000000,107,116,0.315461,0.200000,0.435074,2
181,107,0,0.000000,0.000000,107,858,0.147598,0.200000,0.314571,1
182,107,0,0.000000,0.000000,107,754,0.175752,0.200000,0.366177,4
183,107,0,0.000000,0.000000,107,664,0.036737,0.200000,0.471065,3
184,107,0,0.000000,0.000000,107,142,0.233517,0.200000,0.286960,2
185,107,0,0.000000,0.000000,107,273,0.104857,0.200000,0.266150,3
186,107,0,0.000000,0.000000,107,997,0.137895,0.200000,0.472741,2
187,107,0,0.000000,0.000000,107,352,0.291223,0.200000,0.204918,2
188,107,0,0.000000,0.000000,107,404,0.011872,0.200000,0.267546,2
189,107,0,0.000000,0.000000,107,670,0.210173,0.200000,0.370565,1
190,107,0,0.000000,0.000000,107,347,0.024331,0.200000,0.460099,2
191,107,0,0.000000,0.000000,107,842,0.177845,0.200000,0.383748,1
192,107,0,0.000000,0.000000,107,385,0.208054,0.200000,0.372700,2
193,107,0,0.000000,0.000000,107,85,0.075717,0.200000,0.480740,4
194,107,0,0.000000,0.000000,107,965,0.306852,0.200000,0.218753,3
195,107,0,0.000000,0.000000,107,982,0.033678,0.200000,0.463388,1
196,107,0,0.000000,0.000000,107,723,0.096535,0.200000,0.492749,1
197,107,0,0.000000,0.000000,107,538,0.219532,0.200000,0.223204,4
198,107,0,0.000000,0.000000,107,782,0.068036,0.200000,0.275376,3
199,107,0,0.000000,0.000000,107,927,0.043293,0.200000,0.279605,4
200,107,0,0.000000,0.000000,107,121,0.217258,0.200000,0.256452,3
201,107,0,0.000000,0.000000,107,687,0.198835,0.200000,0.249149,1
202,107,0,0.000000,0.000000,107,859,0.227222,0.200000,0.452691,4
203,107,0,0.000000,0.000000,107,969,0.018174,0.200000,0.406268,1
204,107,0,0.000000,0.000000,107,523,0.333334,0.200000,0.227591,2
205,107,0,0.000000,0.000000,107,291,0.239349,0.200000,0.248230,2
206,107,0,0.000000,0.000000,107,425,0.100752,0.200000,0.300569,4
207,107,0,0.000000,0.000000,107,343,0.145292,0.200000,0.256726,2
208,107,0,0.000000,0.000000,107,635,0.049690,0.200000,0.261471,2
209,107,0,0.000000,0.000000,107,635,0.164925,0.200000,0.288872,3
210,107,0,0.000000,0.000000,107,862,0.262215,0.200000,0.451351,2
211,107,0,0.000000,0.000000,107,827,0.337225,0.200000,0.445494,2
212,107,0,0.000000,0.000000,107,535,0.094795,0.200000,0.265098,1
213,107,0,0.000000,0.000000,107,703,0.262258,0.200000,0.431474,1
214,107,0,0.000000,0.000000,107,661,0.040358,0.200000,0.276363,1
215,107,0,0.000000,0.000000,107,435,0.289501,0.200000,0.291099,2
216,107,0,0.000000,0.000000,107,44,0.323150,0.200000,0.381402,2
217,107,0,0.000000,0.000000,107,90,0.141022,0.200000,0.218342,2
218,107,0,0.000000,0.000000,107,776,0.160172,0.200000,0.393172,3
219,107,0,0.000000,0.000000,107,166,0.116075,0.200000,0.247282,1
220,107,0,0.000000,0.000000,107,256,0.010896,0.200000,0.442478,3
221,107,0,0.000000,0.000000,107,172,0.281103,0.200000,0.327909,3
222,107,0,0.000000,0.000000,107,914,0.046729,0.200000,0.453396,4
223,107,0,0.000000,0.000000,107,679,0.250383,0.200000,0.392204,3
224,107,0,0.000000,0.000000,107,713,0.341218,0.200000,0.205088,2
225,107,0,0.000000,0.000000,107,708,0.347682,0.200000,0.293044,2
226,107,0,0.000000,0.000000,107,958,0.074512,0.200000,0.222102,3
227,107,0,0.000000,0.000000,107,887,0.079006,0.200000,0.295236,4
228,107,0,0.000000,0.000000,107,606,0.205018,0.200000,0.258511,2
229,107,0,0.000000,0.000000,107,150,0.127392,0.200000,0.272772,1
230,107,0,0.000000,0.000000,107,833,0.014098,0.200000,0.318234,1
231,107,0,0.000000,0.000000,107,483,0.099588,0.200000,0.393223,4
232,107,0,0.000000,0.000000,107,337,0.079809,0.200000,0.402331,3
233,107,0,0.000000,0.000000,107,58,0.003174,0.200000,0.355412,2
234,107,0,0.000000,0.000000,107,315,0.316080,0.200000,0.493946,1
235,107,0,0.000000,0.000000,107,817,0.088111,0.200000,0.260103,2
236,107,0,0.000000,0.000000,107,13,0.023908,0.200000,0.307342,3
237,107,0,0.000000,0.000000,107,356,0.136659,0.200000,0.267810,2
238,107,0,0.000000,0.000000,107,751,0.231564,0.200000,0.383587,3
239,107,0,0.000000,0.000000,107,339,0.295095,0.200000,0.323188,2
240,107,0,0.000000,0.000000,107,782,0.103131,0.200000,0.459237,2
241,107,0,0.000000,0.000000,107,644,0.171331,0.200000,0.450919,2
242,107,0,0.000000,0.000000,107,708,0.037622,0.200000,0.228646,2
243,107,0,0.000000,0.000000,107,692,0.334754,0.200000,0.350693,2
244,107,0,0.000000,0.000000,107,657,0.146361,0.200000,0.280759,4
245,107,0,0.000000,0.000000,107,329,0.047362,0.200000,0.455568,4
246,107,0,0.000000,0.000000,107,8,0.125906,0.200000,0.340172,3
247,107,0,0.000000,0.000000,107,117,0.146672,0.200000,0.379994,3
248,107,0,0.000000,0.000000,107,561,0.097123,0.200000,0.355593,4
249,107,0,0.000000,0.000000,107,462,0.114715,0.200000,0.269298,2
250,107,0,0.000000,0.000000,107,292,0.129575,0.200000,0.314946,2
251,107,0,0.000000,0.000000,107,768,0.203677,0.200000,0.348828,1
252,107,0,0.000000,0.000000,107,721,0.054838,0.200000,0.424492,4
253,107,0,0.000000,0.000000,107,63,0.140359,0.200000,0.231684,2
254,107,0,0.000000,0.000000,107,522,0.195563,0.200000,0.383600,2
255,107,0,0.000000,0.000000,107,107,0.310900,0.200000,0.483753,3
256,107,0,0.000000,0.000000,107,988,0.301502,0.200000,0.397977,1
257,107,0,0.000000,0.000000,107,234,0.297311,0.200000,0.431362,2
258,107,0,0.000000,0.000000,107,732,0.006832,0.200000,0.458913,2
259,107,0,0.000000,0.000000,107,58,0.045887,0.200000,0.308436,1
260,107,0,0.000000,0.000000,107,174,0.089861,0.200000,0.200957,4
261,107,0,0.000000,0.000000,107,23,0.046818,0.200000,0.362099,2
262,107,0,0.000000,0.000000,107,770,0.199152,0.200000,0.259967,1
263,107,0,0.000000,0.000000,107,974,0.191906,0.200000,0.476257,3
264,107,0,0.000000,0.000000,107,164,0.031973,0.200000,0.367859,3
265,107,0,0.000000,0.000000,107,45,0.253204,0.200000,0.372550,4
266,107,0,0.000000,0.000000,107,197,0.346142,0.200000,0.233185,2
267,107,0,0.000000,0.000000,107,430,0.248652,0.200000,0.363714,1
268,107,0,0.000000,0.000000,107,502,0.320087,0.200000,0.380068,3
269,107,0,0.000000,0.000000,107,722,0.053676,0.200000,0.399374,1
270,107,0,0.000000,0.000000,107,3,0.100271,0.200000,0.430413,4
271,107,0,0.000000,0.000000,107,470,0.153595,0.200000,0.254101,3
272,107,0,0.000000,0.000000,107,612,0.327224,0.200000,0.414527,1
273,107,0,0.000000,0.000000,107,135,0.004276,0.200000,0.341904,4
274,107,0,0.000000,0.000000,107,506,0.280318,0.200000,0.470666,4
275,107,0,0.000000,0.000000,107,613,0.042443,0.200000,0.467771,3
276,107,0,0.000000,0.000000,107,605,0.282684,0.200000,0.393844,4
277,107,0,0.000000,0.000000,107,453,0.098145,0.200000,0.328636,4
278,107,0,0.000000,0.000000,107,445,0.173178,0.200000,0.284591,4
279,107,0,0.000000,0.000000,107,290,0.262905,0.200000,0.213122,4
280,107,0,0.000000,0.000000,107,661,0.202800,0.200000,0.426061,1
281,107,0,0.000000,0.000000,107,668,0.267724,0.200000,0.388974,1
282,107,0,0.000000,0.000000,107,575,0.137473,0.200000,0.430954,4
283,107,0,0.000000,0.000000,107,386,0.325930,0.200000,0.365800,1
284,107,0,0.000000,0.000000,107,311,0.264225,0.200000,0.357566,2
285,107,0,0.000000,0.000000,107,107,0.091007,0.200000,0.271724,4
286,107,0,0.000000,0.000000,107,145,0.263809,0.200000,0.249182,3
287,107,0,0.000000,0.000000,107,945,0.093350,0.200000,0.463987,2
288,107,0,0.000000,0.000000,107,401,0.214426,0.200000,0.422065,2
289,107,0,0.000000,0.000000,107,739,0.124031,0.200000,0.327175,3
290,107,0,0.000000,0.000000,107,67,0.158922,0.200000,0.317949,1
291,107,0,0.000000,0.000000,107,642,0.142692,0.200000,0.277168,2
292,107,0,0.000000,0.000000,107,60,0.322443,0.200000,0.281842,3
293,107,0,0.000000,0.000000,107,44,0.033366,0.200000,0.492545,1
294,107,0,0.000000,0.000000,107,759,0.297484,0.200000,0.493000,1
295,107,0,0.000000,0.000000,107,404,0.070108,0.200000,0.440113,2
296,107,0,0.000000,0.000000,107,136,0.162355,0.200000,0.234208,3
297,107,0,0.000000,0.000000,107,720,0.000655,0.200000,0.466422,2
298,107,0,0.000000,0.000000,107,721,0.195580,0.200000,0.461929,4
299,107,0,0.000000,0.000000,107,726,0.325907,0.200000,0.477138,4
300,107,0,0.000000,0.000000,107,991,0.217380,0.200000,0.437845,1
301,107,0,0.000000,0.000000,107,664,0.330550,0.200000,0.342975,2
302,107,0,0.000000,0.000000,107,304,0.056114,0.200000,0.488829,4
303,107,0,0.000000,0.000000,107,798,0.017704,0.200000,0.202733,4
304,107,0,0.000000,0.000000,107,651,0.212593,0.200000,0.477023,1
305,107,0,0.000000,0.000000,107,377,0.112975,0.200000,0.286373,4
306,107,0,0.000000,0.000000,107,652,0.151125,0.200000,0.480586,1
307,107,0,0.000000,0.000000,107,885,0.116662,0.200000,0.283327,1
308,107,0,0.000000,0.000000,107,368,0.032282,0.200000,0.250188,2
309,107,0,0.000000,0.000000,107,4,0.109386,0.200000,0.441160,3
310,107,0,0.000000,0.000000,107,374,0.110275,0.200000,0.247752,3
311,107,0,0.000000,0.000000,107,429,0.217148,0.200000,0.412533,3
312,107,0,0.000000,0.000000,107,886,0.222079,0.200000,0.270435,2
313,107,0,0.000000,0.000000,107,854,0.144448,0.200000,0.441383,1
314,107,0,0.000000,0.000000,107,698,0.220232,0.200000,0.426347,4
315,107,0,0.000000,0.000000,107,874,0.036877,0.200000,0.355751,4
316,107,0,0.000000,0.000000,107,694,0.348217,0.200000,0.388833,4
317,107,0,0.000000,0.000000,107,922,0.137198,0.200000,0.448575,4
318,107,0,0.000000,0.000000,107,182,0.263161,0.200000,0.455670,3
319,107,0,0.000000,0.000000,107,27,0.254650,0.200000,0.238665,4
320,107,0,0.000000,0.000000,107,485,0.306546,0.200000,0.277550,1
321,107,0,0.000000,0.000000,107,656,0.120997,0.200000,0.353319,3
322,107,0,0.000000,0.000000,107,979,0.168976,0.200000,0.259961,3
323,107,0,0.000000,0.000000,107,811,0.028080,0.200000,0.338844,4
324,107,0,0.000000,0.000000,107,764,0.130560,0.200000,0.416759,4
325,107,0,0.000000,0.000000,107,138,0.069720,0.200000,0.356657,1
326,107,0,0.000000,0.000000,107,951,0.203609,0.200000,0.256169,1
327,107,0,0.000000,0.000000,107,634,0.225818,0.200000,0.425212,1
328,107,0,0.000000,0.000000,107,659,0.133270,0.200000,0.499836,1
329,107,0,0.000000,0.000000,107,845,0.144930,0.200000,0.288984,4
330,107,0,0.000000,0.000000,107,229,0.294271,0.200000,0.435943,3
331,107,0,0.000000,0.000000,107,359,0.232445,0.200000,0.285584,3
332,107,0,0.000000,0.000000,107,696,0.199000,0.200000,0.324521,3
333,107,0,0.000000,0.000000,107,681,0.237134,0.200000,0.427167,1
334,107,0,0.000000,0.000000,107,929,0.193227,0.200000,0.310079,1
335,107,0,0.000000,0.000000,107,926,0.325564,0.200000,0.303125,4
336,107,0,0.000000,0.000000,107,484,0.343064,0.200000,0.391214,4
337,107,0,0.000000,0.000000,107,264,0.006418,0.200000,0.348984,2
338,107,0,0.000000,0.000000,107,947,0.028203,0.200000,0.420754,3
339,107,0,0.000000,0.000000,107,689,0.009291,0.200000,0.336149,2
340,107,0,0.000000,0.000000,107,10,0.297174,0.200000,0.280145,2
341,107,0,0.000000,0.000000,107,500,0.339254,0.200000,0.316829,1
342,107,0,0.000000,0.000000,107,907,0.257025,0.200000,0.378820,4
343,107,0,0.000000,0.000000,107,742,0.249984,0.200000,0.225945,4
344,107,0,0.000000,0.000000,107,882,0.190615,0.200000,0.392384,1
345,107,0,0.000000,0.000000,107,694,0.280211,0.200000,0.413695,2
346,107,0,0.000000,0.000000,107,777,0.330446,0.200000,0.331648,2
347,107,0,0.000000,0.000000,107,823,0.264234,0.200000,0.204944,2
348,107,0,0.000000,0.000000,107,404,0.040942,0.200000,0.394103,1
349,107,0,0.000000,0.000000,107,74,0.314384,0.200000,0.423932,3
350,107,0,0.000000,0.000000,107,929,0.247993,0.200000,0.315908,4
351,107,0,0.000000,0.000000,107,874,0.198809,0.200000,0.361408,1
352,107,0,0.000000,0.000000,107,803,0.257393,0.200000,0.318580,2
353,107,0,0.000000,0.000000,107,773,0.300194,0.200000,0.326299,3
354,107,0,0.000000,0.000000,107,542,0.280221,0.200000,0.420874,1
355,107,0,0.000000,0.000000,107,97,0.060498,0.200000,0.499333,2
356,107,0,0.000000,0.000000,107,976,0.104840,0.200000,0.393929,1
357,107,0,0.000000,0.000000,107,540,0.088711,0.200000,0.368849,1
358,107,0,0.000000,0.000000,107,801,0.067906,0.200000,0.230682,3
359,107,0,0.000000,0.000000,107,624,0.303701,0.200000,0.414987,4
360,107,0,0.000000,0.000000,107,298,0.304925,0.200000,0.362201,2
361,107,0,0.000000,0.000000,107,815,0.004649,0.200000,0.343590,2
362,107,0,0.000000,0.000000,107,292,0.269476,0.200000,0.225490,4
363,107,0,0.000000,0.000000,107,795,0.140769,0.200000,0.346129,3
364,107,0,0.000000,0.000000,107,233,0.047722,0.200000,0.499914,4
365,107,0,0.000000,0.000000,107,355,0.257638,0.200000,0.307258,3
366,107,0,0.000000,0.000000,107,787,0.290287,0.200000,0.267244,3
367,107,0,0.000000,0.000000,107,784,0.272849,0.200000,0.375070,3
368,107,0,0.000000,0.000000,107,733,0.152145,0.200000,0.412810,2
369,107,0,0.000000,0.000000,107,54,0.029833,0.200000,0.397258,2
370,107,0,0.000000,0.000000,107,282,0.343277,0.200000,0.234777,3
371,107,0,0.000000,0.000000,107,601,0.294540,0.200000,0.467986,4
372,107,0,0.000000,0.000000,107,601,0.013285,0.200000,0.420448,1
373,107,0,0.000000,0.000000,107,235,0.140576,0.200000,0.266523,3
374,107,0,0.000000,0.000000,107,3,0.079187,0.200000,0.328085,1
